tanggal,nama_provinsi,lat,lon,hujan_mm,suhu_rata,kelembaban_tanah,persentase_penduduk_miskin
2024-09-11,JAWA BARAT,-7.0909,107.6689,17.1,21.8,0.39,7.46
2024-09-12,JAWA BARAT,-7.0909,107.6689,0.6,22.1,0.326,7.46
2024-09-13,JAWA BARAT,-7.0909,107.6689,0.0,20.4,0.298,7.46
2024-09-14,JAWA BARAT,-7.0909,107.6689,0.0,20.0,0.271,7.46
2024-09-15,JAWA BARAT,-7.0909,107.6689,0.0,20.3,0.25,7.46
2024-09-16,JAWA BARAT,-7.0909,107.6689,0.0,20.0,0.23,7.46
2024-09-17,JAWA BARAT,-7.0909,107.6689,0.0,20.2,0.215,7.46
2024-09-18,JAWA BARAT,-7.0909,107.6689,0.0,20.1,0.208,7.46
2024-09-19,JAWA BARAT,-7.0909,107.6689,0.0,20.6,0.195,7.46
2024-09-20,JAWA BARAT,-7.0909,107.6689,0.0,21.6,0.185,7.46
2024-09-21,JAWA BARAT,-7.0909,107.6689,0.0,22.5,0.176,7.46
2024-09-22,JAWA BARAT,-7.0909,107.6689,1.6,23.1,0.173,7.46
2024-09-23,JAWA BARAT,-7.0909,107.6689,7.3,22.5,0.207,7.46
2024-09-24,JAWA BARAT,-7.0909,107.6689,5.4,21.1,0.225,7.46
2024-09-25,JAWA BARAT,-7.0909,107.6689,1.8,21.7,0.257,7.46
2024-09-26,JAWA BARAT,-7.0909,107.6689,3.4,21.8,0.282,7.46
2024-09-27,JAWA BARAT,-7.0909,107.6689,0.8,22.4,0.282,7.46
2024-09-28,JAWA BARAT,-7.0909,107.6689,2.8,22.5,0.264,7.46
2024-09-29,JAWA BARAT,-7.0909,107.6689,8.1,22.0,0.272,7.46
2024-09-30,JAWA BARAT,-7.0909,107.6689,0.2,22.6,0.283,7.46
2024-10-01,JAWA BARAT,-7.0909,107.6689,3.1,22.5,0.264,7.46
2024-10-02,JAWA BARAT,-7.0909,107.6689,3.9,22.2,0.275,7.46
2024-10-03,JAWA BARAT,-7.0909,107.6689,7.0,22.0,0.284,7.46
2024-10-04,JAWA BARAT,-7.0909,107.6689,2.7,21.9,0.274,7.46
2024-10-05,JAWA BARAT,-7.0909,107.6689,2.1,21.4,0.277,7.46
2024-10-06,JAWA BARAT,-7.0909,107.6689,7.3,21.4,0.301,7.46
2024-10-07,JAWA BARAT,-7.0909,107.6689,0.0,22.3,0.256,7.46
2024-10-08,JAWA BARAT,-7.0909,107.6689,0.0,22.7,0.231,7.46
2024-10-09,JAWA BARAT,-7.0909,107.6689,1.6,22.9,0.221,7.46
2024-10-10,JAWA BARAT,-7.0909,107.6689,2.8,22.0,0.226,7.46
2024-10-11,JAWA BARAT,-7.0909,107.6689,4.7,23.3,0.236,7.46
2024-10-12,JAWA BARAT,-7.0909,107.6689,0.4,23.5,0.214,7.46
2024-10-13,JAWA BARAT,-7.0909,107.6689,0.0,23.5,0.206,7.46
2024-10-14,JAWA BARAT,-7.0909,107.6689,1.1,23.4,0.195,7.46
2024-10-15,JAWA BARAT,-7.0909,107.6689,0.0,23.4,0.186,7.46
2024-10-16,JAWA BARAT,-7.0909,107.6689,0.0,22.3,0.178,7.46
2024-10-17,JAWA BARAT,-7.0909,107.6689,0.0,21.7,0.173,7.46
2024-10-18,JAWA BARAT,-7.0909,107.6689,0.0,22.3,0.17,7.46
2024-10-19,JAWA BARAT,-7.0909,107.6689,0.0,22.8,0.165,7.46
2024-10-20,JAWA BARAT,-7.0909,107.6689,0.0,23.0,0.164,7.46
2024-10-21,JAWA BARAT,-7.0909,107.6689,0.0,23.1,0.163,7.46
2024-10-22,JAWA BARAT,-7.0909,107.6689,0.2,23.3,0.163,7.46
2024-10-23,JAWA BARAT,-7.0909,107.6689,2.0,23.5,0.175,7.46
2024-10-24,JAWA BARAT,-7.0909,107.6689,0.6,23.3,0.19,7.46
2024-10-25,JAWA BARAT,-7.0909,107.6689,0.8,23.6,0.191,7.46
2024-10-26,JAWA BARAT,-7.0909,107.6689,0.8,23.4,0.19,7.46
2024-10-27,JAWA BARAT,-7.0909,107.6689,5.9,22.0,0.22,7.46
2024-10-28,JAWA BARAT,-7.0909,107.6689,1.3,22.3,0.267,7.46
2024-10-29,JAWA BARAT,-7.0909,107.6689,0.0,23.2,0.249,7.46
2024-10-30,JAWA BARAT,-7.0909,107.6689,0.3,23.5,0.223,7.46
2024-10-31,JAWA BARAT,-7.0909,107.6689,1.0,22.6,0.21,7.46
2024-11-01,JAWA BARAT,-7.0909,107.6689,8.9,22.0,0.259,7.46
2024-11-02,JAWA BARAT,-7.0909,107.6689,23.6,22.0,0.355,7.46
2024-11-03,JAWA BARAT,-7.0909,107.6689,15.0,20.9,0.366,7.46
2024-11-04,JAWA BARAT,-7.0909,107.6689,20.5,21.2,0.378,7.46
2024-11-05,JAWA BARAT,-7.0909,107.6689,21.3,21.1,0.384,7.46
2024-11-06,JAWA BARAT,-7.0909,107.6689,21.6,20.8,0.405,7.46
2024-11-07,JAWA BARAT,-7.0909,107.6689,3.3,21.6,0.378,7.46
2024-11-08,JAWA BARAT,-7.0909,107.6689,1.9,22.1,0.359,7.46
2024-11-09,JAWA BARAT,-7.0909,107.6689,26.8,21.4,0.394,7.46
2024-11-10,JAWA BARAT,-7.0909,107.6689,13.4,21.7,0.397,7.46
2024-11-11,JAWA BARAT,-7.0909,107.6689,5.6,21.2,0.4,7.46
2024-11-12,JAWA BARAT,-7.0909,107.6689,15.2,21.6,0.411,7.46
2024-11-13,JAWA BARAT,-7.0909,107.6689,4.3,22.4,0.407,7.46
2024-11-14,JAWA BARAT,-7.0909,107.6689,2.6,22.4,0.394,7.46
2024-11-15,JAWA BARAT,-7.0909,107.6689,3.2,22.4,0.378,7.46
2024-11-16,JAWA BARAT,-7.0909,107.6689,6.6,22.0,0.383,7.46
2024-11-17,JAWA BARAT,-7.0909,107.6689,17.5,21.8,0.407,7.46
2024-11-18,JAWA BARAT,-7.0909,107.6689,1.8,22.0,0.405,7.46
2024-11-19,JAWA BARAT,-7.0909,107.6689,3.3,22.0,0.401,7.46
2024-11-20,JAWA BARAT,-7.0909,107.6689,10.0,22.2,0.397,7.46
2024-11-21,JAWA BARAT,-7.0909,107.6689,11.4,22.0,0.407,7.46
2024-11-22,JAWA BARAT,-7.0909,107.6689,16.6,22.0,0.406,7.46
2024-11-23,JAWA BARAT,-7.0909,107.6689,10.5,21.6,0.416,7.46
2024-11-24,JAWA BARAT,-7.0909,107.6689,13.0,21.7,0.417,7.46
2024-11-25,JAWA BARAT,-7.0909,107.6689,30.8,22.1,0.421,7.46
2024-11-26,JAWA BARAT,-7.0909,107.6689,15.2,22.0,0.419,7.46
2024-11-27,JAWA BARAT,-7.0909,107.6689,30.5,21.8,0.418,7.46
2024-11-28,JAWA BARAT,-7.0909,107.6689,4.0,22.3,0.415,7.46
2024-11-29,JAWA BARAT,-7.0909,107.6689,0.7,22.5,0.408,7.46
2024-11-30,JAWA BARAT,-7.0909,107.6689,8.1,22.2,0.408,7.46
2024-12-01,JAWA BARAT,-7.0909,107.6689,6.7,22.4,0.406,7.46
2024-12-02,JAWA BARAT,-7.0909,107.6689,25.5,21.4,0.421,7.46
2024-12-03,JAWA BARAT,-7.0909,107.6689,39.7,20.8,0.431,7.46
2024-12-04,JAWA BARAT,-7.0909,107.6689,9.4,21.1,0.422,7.46
2024-12-05,JAWA BARAT,-7.0909,107.6689,7.2,22.0,0.414,7.46
2024-12-06,JAWA BARAT,-7.0909,107.6689,9.5,21.7,0.415,7.46
2024-12-07,JAWA BARAT,-7.0909,107.6689,6.8,22.0,0.411,7.46
2024-12-08,JAWA BARAT,-7.0909,107.6689,0.8,22.2,0.392,7.46
2024-12-09,JAWA BARAT,-7.0909,107.6689,1.6,21.7,0.387,7.46
2024-12-10,JAWA BARAT,-7.0909,107.6689,47.5,22.1,0.411,7.46
2024-12-11,JAWA BARAT,-7.0909,107.6689,18.7,21.9,0.412,7.46
2024-12-12,JAWA BARAT,-7.0909,107.6689,0.6,23.4,0.397,7.46
2024-12-13,JAWA BARAT,-7.0909,107.6689,2.5,22.8,0.379,7.46
2024-12-14,JAWA BARAT,-7.0909,107.6689,53.4,22.0,0.411,7.46
2024-12-15,JAWA BARAT,-7.0909,107.6689,20.7,20.9,0.427,7.46
2024-12-16,JAWA BARAT,-7.0909,107.6689,5.7,21.6,0.414,7.46
2024-12-17,JAWA BARAT,-7.0909,107.6689,5.0,22.0,0.41,7.46
2024-12-18,JAWA BARAT,-7.0909,107.6689,21.3,21.6,0.417,7.46
2024-12-19,JAWA BARAT,-7.0909,107.6689,3.0,22.5,0.406,7.46
2024-12-20,JAWA BARAT,-7.0909,107.6689,8.4,22.2,0.414,7.46
2024-12-21,JAWA BARAT,-7.0909,107.6689,1.1,22.0,0.399,7.46
2024-12-22,JAWA BARAT,-7.0909,107.6689,7.6,21.7,0.401,7.46
2024-12-23,JAWA BARAT,-7.0909,107.6689,13.5,21.3,0.413,7.46
2024-12-24,JAWA BARAT,-7.0909,107.6689,9.9,20.9,0.419,7.46
2024-12-25,JAWA BARAT,-7.0909,107.6689,8.6,21.6,0.409,7.46
2024-12-26,JAWA BARAT,-7.0909,107.6689,10.6,22.3,0.403,7.46
2024-12-27,JAWA BARAT,-7.0909,107.6689,9.9,22.1,0.403,7.46
2024-12-28,JAWA BARAT,-7.0909,107.6689,2.1,22.3,0.39,7.46
2024-12-29,JAWA BARAT,-7.0909,107.6689,0.4,22.2,0.386,7.46
2024-12-30,JAWA BARAT,-7.0909,107.6689,4.1,21.5,0.383,7.46
2024-01-01,JAWA TENGAH,-7.151,110.1403,14.2,26.0,0.467,10.47
2024-01-02,JAWA TENGAH,-7.151,110.1403,17.8,25.9,0.488,10.47
2024-01-03,JAWA TENGAH,-7.151,110.1403,3.3,25.4,0.477,10.47
2024-01-04,JAWA TENGAH,-7.151,110.1403,32.4,24.8,0.497,10.47
2024-01-05,JAWA TENGAH,-7.151,110.1403,14.0,25.6,0.501,10.47
2024-01-06,JAWA TENGAH,-7.151,110.1403,28.7,26.0,0.494,10.47
2024-01-07,JAWA TENGAH,-7.151,110.1403,25.9,24.8,0.5,10.47
2024-01-08,JAWA TENGAH,-7.151,110.1403,3.8,25.3,0.496,10.47
2024-01-09,JAWA TENGAH,-7.151,110.1403,11.2,25.7,0.498,10.47
2024-01-10,JAWA TENGAH,-7.151,110.1403,8.9,25.6,0.5,10.47
2024-01-11,JAWA TENGAH,-7.151,110.1403,15.5,25.4,0.489,10.47
2024-01-12,JAWA TENGAH,-7.151,110.1403,0.0,26.1,0.478,10.47
2024-01-13,JAWA TENGAH,-7.151,110.1403,1.2,26.3,0.454,10.47
2024-01-14,JAWA TENGAH,-7.151,110.1403,0.2,26.1,0.433,10.47
2024-01-15,JAWA TENGAH,-7.151,110.1403,1.2,25.7,0.41,10.47
2024-01-16,JAWA TENGAH,-7.151,110.1403,5.4,25.8,0.403,10.47
2024-01-17,JAWA TENGAH,-7.151,110.1403,37.6,24.8,0.458,10.47
2024-01-18,JAWA TENGAH,-7.151,110.1403,17.7,25.3,0.489,10.47
2024-01-19,JAWA TENGAH,-7.151,110.1403,13.7,24.5,0.507,10.47
2024-01-20,JAWA TENGAH,-7.151,110.1403,7.6,25.7,0.499,10.47
2024-01-21,JAWA TENGAH,-7.151,110.1403,5.7,25.3,0.485,10.47
2024-01-22,JAWA TENGAH,-7.151,110.1403,14.4,25.1,0.493,10.47
2024-01-23,JAWA TENGAH,-7.151,110.1403,11.5,25.1,0.498,10.47
2024-01-24,JAWA TENGAH,-7.151,110.1403,13.2,25.1,0.496,10.47
2024-01-25,JAWA TENGAH,-7.151,110.1403,4.0,24.6,0.489,10.47
2024-01-26,JAWA TENGAH,-7.151,110.1403,3.3,24.5,0.493,10.47
2024-01-27,JAWA TENGAH,-7.151,110.1403,16.8,24.8,0.491,10.47
2024-01-28,JAWA TENGAH,-7.151,110.1403,10.7,24.7,0.486,10.47
2024-01-29,JAWA TENGAH,-7.151,110.1403,20.0,24.5,0.493,10.47
2024-01-30,JAWA TENGAH,-7.151,110.1403,17.7,24.7,0.503,10.47
2024-01-31,JAWA TENGAH,-7.151,110.1403,12.9,25.0,0.501,10.47
2024-02-01,JAWA TENGAH,-7.151,110.1403,3.9,24.9,0.492,10.47
2024-02-02,JAWA TENGAH,-7.151,110.1403,7.6,25.2,0.495,10.47
2024-02-03,JAWA TENGAH,-7.151,110.1403,20.8,24.5,0.495,10.47
2024-02-04,JAWA TENGAH,-7.151,110.1403,40.8,24.4,0.506,10.47
2024-02-05,JAWA TENGAH,-7.151,110.1403,21.4,24.8,0.505,10.47
2024-02-06,JAWA TENGAH,-7.151,110.1403,8.0,24.4,0.501,10.47
2024-02-07,JAWA TENGAH,-7.151,110.1403,7.7,24.6,0.498,10.47
2024-02-08,JAWA TENGAH,-7.151,110.1403,8.1,24.9,0.492,10.47
2024-02-09,JAWA TENGAH,-7.151,110.1403,10.0,25.5,0.484,10.47
2024-02-10,JAWA TENGAH,-7.151,110.1403,11.2,24.4,0.491,10.47
2024-02-11,JAWA TENGAH,-7.151,110.1403,4.0,24.6,0.497,10.47
2024-02-12,JAWA TENGAH,-7.151,110.1403,17.8,25.0,0.503,10.47
2024-02-13,JAWA TENGAH,-7.151,110.1403,13.9,25.3,0.501,10.47
2024-02-14,JAWA TENGAH,-7.151,110.1403,6.9,25.6,0.492,10.47
2024-02-15,JAWA TENGAH,-7.151,110.1403,3.1,25.8,0.487,10.47
2024-02-16,JAWA TENGAH,-7.151,110.1403,2.5,25.8,0.477,10.47
2024-02-17,JAWA TENGAH,-7.151,110.1403,24.1,25.0,0.495,10.47
2024-02-18,JAWA TENGAH,-7.151,110.1403,6.5,25.1,0.495,10.47
2024-02-19,JAWA TENGAH,-7.151,110.1403,0.9,25.4,0.48,10.47
2024-02-20,JAWA TENGAH,-7.151,110.1403,4.3,26.1,0.488,10.47
2024-02-21,JAWA TENGAH,-7.151,110.1403,4.1,26.1,0.476,10.47
2024-02-22,JAWA TENGAH,-7.151,110.1403,1.7,26.2,0.472,10.47
2024-02-23,JAWA TENGAH,-7.151,110.1403,3.9,25.6,0.459,10.47
2024-02-24,JAWA TENGAH,-7.151,110.1403,2.8,25.3,0.453,10.47
2024-02-25,JAWA TENGAH,-7.151,110.1403,9.8,24.6,0.442,10.47
2024-02-26,JAWA TENGAH,-7.151,110.1403,25.6,25.1,0.449,10.47
2024-02-27,JAWA TENGAH,-7.151,110.1403,2.8,25.7,0.453,10.47
2024-02-28,JAWA TENGAH,-7.151,110.1403,11.9,25.2,0.473,10.47
2024-02-29,JAWA TENGAH,-7.151,110.1403,6.5,25.8,0.469,10.47
2024-03-01,JAWA TENGAH,-7.151,110.1403,14.2,25.8,0.477,10.47
2024-03-02,JAWA TENGAH,-7.151,110.1403,8.1,24.9,0.476,10.47
2024-03-03,JAWA TENGAH,-7.151,110.1403,13.3,25.0,0.479,10.47
2024-03-04,JAWA TENGAH,-7.151,110.1403,14.6,25.8,0.487,10.47
2024-03-05,JAWA TENGAH,-7.151,110.1403,4.9,26.0,0.476,10.47
2024-03-06,JAWA TENGAH,-7.151,110.1403,5.4,25.6,0.495,10.47
2024-03-07,JAWA TENGAH,-7.151,110.1403,4.7,26.0,0.49,10.47
2024-03-08,JAWA TENGAH,-7.151,110.1403,20.0,25.9,0.481,10.47
2024-03-09,JAWA TENGAH,-7.151,110.1403,31.0,24.1,0.509,10.47
2024-03-10,JAWA TENGAH,-7.151,110.1403,5.6,24.5,0.5,10.47
2024-03-11,JAWA TENGAH,-7.151,110.1403,3.3,25.1,0.497,10.47
2024-03-12,JAWA TENGAH,-7.151,110.1403,15.5,25.6,0.494,10.47
2024-03-13,JAWA TENGAH,-7.151,110.1403,11.0,24.6,0.502,10.47
2024-03-14,JAWA TENGAH,-7.151,110.1403,10.2,24.6,0.508,10.47
2024-03-15,JAWA TENGAH,-7.151,110.1403,16.4,25.2,0.5,10.47
2024-03-16,JAWA TENGAH,-7.151,110.1403,16.0,24.9,0.502,10.47
2024-03-17,JAWA TENGAH,-7.151,110.1403,20.6,24.8,0.504,10.47
2024-03-18,JAWA TENGAH,-7.151,110.1403,4.7,25.1,0.494,10.47
2024-03-19,JAWA TENGAH,-7.151,110.1403,3.4,25.6,0.483,10.47
2024-03-20,JAWA TENGAH,-7.151,110.1403,1.6,24.9,0.457,10.47
2024-03-21,JAWA TENGAH,-7.151,110.1403,1.4,25.7,0.446,10.47
2024-03-22,JAWA TENGAH,-7.151,110.1403,0.9,25.7,0.437,10.47
2024-03-23,JAWA TENGAH,-7.151,110.1403,2.3,26.3,0.427,10.47
2024-03-24,JAWA TENGAH,-7.151,110.1403,7.7,26.1,0.444,10.47
2024-03-25,JAWA TENGAH,-7.151,110.1403,21.0,25.8,0.461,10.47
2024-03-26,JAWA TENGAH,-7.151,110.1403,1.3,26.1,0.47,10.47
2024-03-27,JAWA TENGAH,-7.151,110.1403,13.0,25.8,0.479,10.47
2024-03-28,JAWA TENGAH,-7.151,110.1403,2.5,25.5,0.45,10.47
2024-03-29,JAWA TENGAH,-7.151,110.1403,7.7,25.8,0.474,10.47
2024-03-30,JAWA TENGAH,-7.151,110.1403,10.9,26.3,0.481,10.47
2024-03-31,JAWA TENGAH,-7.151,110.1403,1.0,26.9,0.461,10.47
2024-04-01,JAWA TENGAH,-7.151,110.1403,4.1,26.2,0.461,10.47
2024-04-02,JAWA TENGAH,-7.151,110.1403,7.8,26.0,0.478,10.47
2024-04-03,JAWA TENGAH,-7.151,110.1403,7.2,26.4,0.478,10.47
2024-04-04,JAWA TENGAH,-7.151,110.1403,15.7,26.0,0.493,10.47
2024-04-05,JAWA TENGAH,-7.151,110.1403,3.3,25.9,0.476,10.47
2024-04-06,JAWA TENGAH,-7.151,110.1403,3.7,26.0,0.479,10.47
2024-04-07,JAWA TENGAH,-7.151,110.1403,0.2,26.3,0.458,10.47
2024-04-08,JAWA TENGAH,-7.151,110.1403,7.7,26.2,0.46,10.47
2024-04-09,JAWA TENGAH,-7.151,110.1403,3.9,25.5,0.482,10.47
2024-04-10,JAWA TENGAH,-7.151,110.1403,9.8,25.8,0.481,10.47
2024-04-11,JAWA TENGAH,-7.151,110.1403,33.1,25.6,0.488,10.47
2024-04-12,JAWA TENGAH,-7.151,110.1403,20.2,25.7,0.504,10.47
2024-04-13,JAWA TENGAH,-7.151,110.1403,9.6,25.6,0.495,10.47
2024-04-14,JAWA TENGAH,-7.151,110.1403,21.6,25.8,0.497,10.47
2024-04-15,JAWA TENGAH,-7.151,110.1403,6.0,25.4,0.491,10.47
2024-04-16,JAWA TENGAH,-7.151,110.1403,1.0,26.7,0.465,10.47
2024-04-17,JAWA TENGAH,-7.151,110.1403,24.5,25.9,0.48,10.47
2024-04-18,JAWA TENGAH,-7.151,110.1403,24.4,25.5,0.5,10.47
2024-04-19,JAWA TENGAH,-7.151,110.1403,15.8,25.8,0.494,10.47
2024-04-20,JAWA TENGAH,-7.151,110.1403,18.5,26.4,0.492,10.47
2024-04-21,JAWA TENGAH,-7.151,110.1403,27.2,26.0,0.501,10.47
2024-04-22,JAWA TENGAH,-7.151,110.1403,22.2,25.7,0.5,10.47
2024-04-23,JAWA TENGAH,-7.151,110.1403,18.9,25.5,0.503,10.47
2024-04-24,JAWA TENGAH,-7.151,110.1403,0.9,26.5,0.482,10.47
2024-04-25,JAWA TENGAH,-7.151,110.1403,8.5,25.6,0.481,10.47
2024-04-26,JAWA TENGAH,-7.151,110.1403,13.4,26.6,0.491,10.47
2024-04-27,JAWA TENGAH,-7.151,110.1403,0.3,27.0,0.477,10.47
2024-04-28,JAWA TENGAH,-7.151,110.1403,4.5,26.8,0.458,10.47
2024-04-29,JAWA TENGAH,-7.151,110.1403,1.2,26.9,0.436,10.47
2024-04-30,JAWA TENGAH,-7.151,110.1403,0.4,27.3,0.424,10.47
2024-05-01,JAWA TENGAH,-7.151,110.1403,0.3,27.2,0.404,10.47
2024-05-02,JAWA TENGAH,-7.151,110.1403,0.6,26.9,0.394,10.47
2024-05-03,JAWA TENGAH,-7.151,110.1403,0.0,27.0,0.383,10.47
2024-05-04,JAWA TENGAH,-7.151,110.1403,0.3,26.5,0.376,10.47
2024-05-05,JAWA TENGAH,-7.151,110.1403,0.0,26.0,0.366,10.47
2024-05-06,JAWA TENGAH,-7.151,110.1403,0.0,25.9,0.356,10.47
2024-05-07,JAWA TENGAH,-7.151,110.1403,0.0,25.9,0.341,10.47
2024-05-08,JAWA TENGAH,-7.151,110.1403,1.5,26.3,0.334,10.47
2024-05-09,JAWA TENGAH,-7.151,110.1403,0.1,26.3,0.328,10.47
2024-05-10,JAWA TENGAH,-7.151,110.1403,0.2,27.6,0.326,10.47
2024-05-11,JAWA TENGAH,-7.151,110.1403,1.8,27.1,0.329,10.47
2024-05-12,JAWA TENGAH,-7.151,110.1403,0.7,27.3,0.327,10.47
2024-05-13,JAWA TENGAH,-7.151,110.1403,0.1,27.7,0.318,10.47
2024-05-14,JAWA TENGAH,-7.151,110.1403,0.6,27.6,0.314,10.47
2024-05-15,JAWA TENGAH,-7.151,110.1403,2.0,26.9,0.327,10.47
2024-05-16,JAWA TENGAH,-7.151,110.1403,0.0,26.9,0.321,10.47
2024-05-17,JAWA TENGAH,-7.151,110.1403,0.2,27.2,0.312,10.47
2024-05-18,JAWA TENGAH,-7.151,110.1403,0.0,27.4,0.304,10.47
2024-05-19,JAWA TENGAH,-7.151,110.1403,0.0,26.8,0.297,10.47
2024-05-20,JAWA TENGAH,-7.151,110.1403,0.0,26.8,0.292,10.47
2024-05-21,JAWA TENGAH,-7.151,110.1403,0.1,26.9,0.29,10.47
2024-05-22,JAWA TENGAH,-7.151,110.1403,0.9,26.9,0.291,10.47
2024-05-23,JAWA TENGAH,-7.151,110.1403,1.6,26.4,0.294,10.47
2024-05-24,JAWA TENGAH,-7.151,110.1403,25.2,25.8,0.38,10.47
2024-05-25,JAWA TENGAH,-7.151,110.1403,8.9,26.0,0.473,10.47
2024-05-26,JAWA TENGAH,-7.151,110.1403,0.0,26.0,0.441,10.47
2024-05-27,JAWA TENGAH,-7.151,110.1403,0.8,26.6,0.415,10.47
2024-05-28,JAWA TENGAH,-7.151,110.1403,1.6,26.3,0.399,10.47
2024-05-29,JAWA TENGAH,-7.151,110.1403,0.0,26.6,0.382,10.47
2024-05-30,JAWA TENGAH,-7.151,110.1403,0.1,27.0,0.365,10.47
2024-05-31,JAWA TENGAH,-7.151,110.1403,1.5,26.9,0.353,10.47
2024-06-01,JAWA TENGAH,-7.151,110.1403,5.7,27.0,0.364,10.47
2024-06-02,JAWA TENGAH,-7.151,110.1403,11.4,25.8,0.373,10.47
2024-06-03,JAWA TENGAH,-7.151,110.1403,0.0,26.3,0.347,10.47
2024-06-04,JAWA TENGAH,-7.151,110.1403,0.0,25.9,0.338,10.47
2024-06-05,JAWA TENGAH,-7.151,110.1403,0.0,26.7,0.329,10.47
2024-06-06,JAWA TENGAH,-7.151,110.1403,0.0,26.3,0.317,10.47
2024-06-07,JAWA TENGAH,-7.151,110.1403,0.5,25.6,0.312,10.47
2024-06-08,JAWA TENGAH,-7.151,110.1403,0.1,26.0,0.309,10.47
2024-06-09,JAWA TENGAH,-7.151,110.1403,5.2,25.9,0.318,10.47
2024-06-10,JAWA TENGAH,-7.151,110.1403,2.1,26.5,0.32,10.47
2024-06-11,JAWA TENGAH,-7.151,110.1403,6.6,25.9,0.337,10.47
2024-06-12,JAWA TENGAH,-7.151,110.1403,31.5,25.1,0.426,10.47
2024-06-13,JAWA TENGAH,-7.151,110.1403,0.9,24.9,0.451,10.47
2024-06-14,JAWA TENGAH,-7.151,110.1403,2.8,25.7,0.449,10.47
2024-06-15,JAWA TENGAH,-7.151,110.1403,0.9,25.3,0.439,10.47
2024-06-16,JAWA TENGAH,-7.151,110.1403,0.0,25.2,0.42,10.47
2024-06-17,JAWA TENGAH,-7.151,110.1403,0.0,26.3,0.4,10.47
2024-06-18,JAWA TENGAH,-7.151,110.1403,0.3,26.5,0.385,10.47
2024-06-19,JAWA TENGAH,-7.151,110.1403,0.0,25.0,0.37,10.47
2024-06-20,JAWA TENGAH,-7.151,110.1403,0.0,25.1,0.353,10.47
2024-06-21,JAWA TENGAH,-7.151,110.1403,0.0,24.8,0.343,10.47
2024-06-22,JAWA TENGAH,-7.151,110.1403,0.0,24.4,0.333,10.47
2024-06-23,JAWA TENGAH,-7.151,110.1403,0.0,25.5,0.325,10.47
2024-06-24,JAWA TENGAH,-7.151,110.1403,21.6,25.3,0.397,10.47
2024-06-25,JAWA TENGAH,-7.151,110.1403,0.8,25.9,0.437,10.47
2024-06-26,JAWA TENGAH,-7.151,110.1403,0.9,26.1,0.405,10.47
2024-06-27,JAWA TENGAH,-7.151,110.1403,0.9,26.0,0.393,10.47
2024-06-28,JAWA TENGAH,-7.151,110.1403,1.9,25.9,0.385,10.47
2024-06-29,JAWA TENGAH,-7.151,110.1403,4.6,25.7,0.412,10.47
2024-06-30,JAWA TENGAH,-7.151,110.1403,1.6,26.7,0.432,10.47
2024-07-01,JAWA TENGAH,-7.151,110.1403,0.4,25.7,0.401,10.47
2024-07-02,JAWA TENGAH,-7.151,110.1403,5.5,25.1,0.403,10.47
2024-07-03,JAWA TENGAH,-7.151,110.1403,3.9,26.4,0.427,10.47
2024-07-04,JAWA TENGAH,-7.151,110.1403,32.1,24.8,0.467,10.47
2024-07-05,JAWA TENGAH,-7.151,110.1403,0.3,26.0,0.458,10.47
2024-07-06,JAWA TENGAH,-7.151,110.1403,16.0,24.9,0.46,10.47
2024-07-07,JAWA TENGAH,-7.151,110.1403,7.4,24.8,0.482,10.47
2024-07-08,JAWA TENGAH,-7.151,110.1403,0.5,25.7,0.458,10.47
2024-07-09,JAWA TENGAH,-7.151,110.1403,0.0,24.7,0.433,10.47
2024-07-10,JAWA TENGAH,-7.151,110.1403,0.0,25.8,0.409,10.47
2024-07-11,JAWA TENGAH,-7.151,110.1403,0.0,24.9,0.387,10.47
2024-07-12,JAWA TENGAH,-7.151,110.1403,0.0,24.0,0.369,10.47
2024-07-13,JAWA TENGAH,-7.151,110.1403,0.0,24.0,0.353,10.47
2024-07-14,JAWA TENGAH,-7.151,110.1403,0.0,23.3,0.335,10.47
2024-07-15,JAWA TENGAH,-7.151,110.1403,0.0,23.7,0.324,10.47
2024-07-16,JAWA TENGAH,-7.151,110.1403,0.0,24.9,0.315,10.47
2024-07-17,JAWA TENGAH,-7.151,110.1403,0.0,25.5,0.307,10.47
2024-07-18,JAWA TENGAH,-7.151,110.1403,0.0,25.6,0.301,10.47
2024-07-19,JAWA TENGAH,-7.151,110.1403,0.0,25.6,0.294,10.47
2024-07-20,JAWA TENGAH,-7.151,110.1403,0.0,25.3,0.286,10.47
2024-07-21,JAWA TENGAH,-7.151,110.1403,0.0,25.6,0.283,10.47
2024-07-22,JAWA TENGAH,-7.151,110.1403,0.0,25.3,0.28,10.47
2024-07-23,JAWA TENGAH,-7.151,110.1403,0.0,26.0,0.277,10.47
2024-07-24,JAWA TENGAH,-7.151,110.1403,0.0,26.3,0.273,10.47
2024-07-25,JAWA TENGAH,-7.151,110.1403,0.0,26.3,0.272,10.47
2024-07-26,JAWA TENGAH,-7.151,110.1403,0.0,26.2,0.274,10.47
2024-07-27,JAWA TENGAH,-7.151,110.1403,0.0,26.2,0.275,10.47
2024-07-28,JAWA TENGAH,-7.151,110.1403,0.0,26.2,0.271,10.47
2024-07-29,JAWA TENGAH,-7.151,110.1403,0.0,26.1,0.268,10.47
2024-07-30,JAWA TENGAH,-7.151,110.1403,0.2,26.6,0.267,10.47
2024-07-31,JAWA TENGAH,-7.151,110.1403,1.3,26.9,0.272,10.47
