tanggal,nama_provinsi,lat,lon,hujan_mm,suhu_rata,kelembaban_tanah,persentase_penduduk_miskin
2024-11-03,NUSA TENGGARA TIMUR,-8.6574,121.0794,3.0,26.0,0.202,19.48
2024-11-04,NUSA TENGGARA TIMUR,-8.6574,121.0794,0.4,26.3,0.187,19.48
2024-11-05,NUSA TENGGARA TIMUR,-8.6574,121.0794,0.0,26.4,0.177,19.48
2024-11-06,NUSA TENGGARA TIMUR,-8.6574,121.0794,0.6,27.5,0.165,19.48
2024-11-07,NUSA TENGGARA TIMUR,-8.6574,121.0794,3.0,26.7,0.18,19.48
2024-11-08,NUSA TENGGARA TIMUR,-8.6574,121.0794,2.4,26.8,0.22,19.48
2024-11-09,NUSA TENGGARA TIMUR,-8.6574,121.0794,0.7,26.6,0.253,19.48
2024-11-10,NUSA TENGGARA TIMUR,-8.6574,121.0794,0.2,26.7,0.216,19.48
2024-11-11,NUSA TENGGARA TIMUR,-8.6574,121.0794,0.0,27.1,0.194,19.48
2024-11-12,NUSA TENGGARA TIMUR,-8.6574,121.0794,0.0,27.1,0.175,19.48
2024-11-13,NUSA TENGGARA TIMUR,-8.6574,121.0794,0.1,27.5,0.179,19.48
2024-11-14,NUSA TENGGARA TIMUR,-8.6574,121.0794,1.9,27.2,0.172,19.48
2024-11-15,NUSA TENGGARA TIMUR,-8.6574,121.0794,3.7,27.2,0.224,19.48
2024-11-16,NUSA TENGGARA TIMUR,-8.6574,121.0794,10.8,26.3,0.335,19.48
2024-11-17,NUSA TENGGARA TIMUR,-8.6574,121.0794,0.9,26.6,0.285,19.48
2024-11-18,NUSA TENGGARA TIMUR,-8.6574,121.0794,4.8,26.6,0.26,19.48
2024-11-19,NUSA TENGGARA TIMUR,-8.6574,121.0794,6.0,26.5,0.256,19.48
2024-11-20,NUSA TENGGARA TIMUR,-8.6574,121.0794,3.6,26.1,0.286,19.48
2024-11-21,NUSA TENGGARA TIMUR,-8.6574,121.0794,10.6,25.9,0.315,19.48
2024-11-22,NUSA TENGGARA TIMUR,-8.6574,121.0794,3.3,26.3,0.331,19.48
2024-11-23,NUSA TENGGARA TIMUR,-8.6574,121.0794,5.7,26.2,0.296,19.48
2024-11-24,NUSA TENGGARA TIMUR,-8.6574,121.0794,0.0,27.2,0.272,19.48
2024-11-25,NUSA TENGGARA TIMUR,-8.6574,121.0794,3.9,26.0,0.257,19.48
2024-11-26,NUSA TENGGARA TIMUR,-8.6574,121.0794,1.7,26.2,0.278,19.48
2024-11-27,NUSA TENGGARA TIMUR,-8.6574,121.0794,1.4,26.1,0.275,19.48
2024-11-28,NUSA TENGGARA TIMUR,-8.6574,121.0794,1.5,26.3,0.277,19.48
2024-11-29,NUSA TENGGARA TIMUR,-8.6574,121.0794,15.2,26.0,0.32,19.48
2024-11-30,NUSA TENGGARA TIMUR,-8.6574,121.0794,16.4,25.9,0.342,19.48
2024-12-01,NUSA TENGGARA TIMUR,-8.6574,121.0794,8.9,24.8,0.37,19.48
2024-12-02,NUSA TENGGARA TIMUR,-8.6574,121.0794,9.5,25.8,0.362,19.48
2024-12-03,NUSA TENGGARA TIMUR,-8.6574,121.0794,16.6,25.4,0.388,19.48
2024-12-04,NUSA TENGGARA TIMUR,-8.6574,121.0794,19.3,25.0,0.402,19.48
2024-12-05,NUSA TENGGARA TIMUR,-8.6574,121.0794,8.2,25.0,0.415,19.48
2024-12-06,NUSA TENGGARA TIMUR,-8.6574,121.0794,5.7,24.8,0.4,19.48
2024-12-07,NUSA TENGGARA TIMUR,-8.6574,121.0794,5.4,24.7,0.404,19.48
2024-12-08,NUSA TENGGARA TIMUR,-8.6574,121.0794,20.5,25.5,0.408,19.48
2024-12-09,NUSA TENGGARA TIMUR,-8.6574,121.0794,44.4,25.1,0.421,19.48
2024-12-10,NUSA TENGGARA TIMUR,-8.6574,121.0794,9.2,24.3,0.422,19.48
2024-12-11,NUSA TENGGARA TIMUR,-8.6574,121.0794,9.0,24.8,0.41,19.48
2024-12-12,NUSA TENGGARA TIMUR,-8.6574,121.0794,4.6,24.9,0.405,19.48
2024-12-13,NUSA TENGGARA TIMUR,-8.6574,121.0794,15.8,24.8,0.412,19.48
2024-12-14,NUSA TENGGARA TIMUR,-8.6574,121.0794,8.4,25.1,0.402,19.48
2024-12-15,NUSA TENGGARA TIMUR,-8.6574,121.0794,15.1,24.9,0.404,19.48
2024-12-16,NUSA TENGGARA TIMUR,-8.6574,121.0794,10.4,25.3,0.413,19.48
2024-12-17,NUSA TENGGARA TIMUR,-8.6574,121.0794,8.2,25.1,0.406,19.48
2024-12-18,NUSA TENGGARA TIMUR,-8.6574,121.0794,10.0,25.4,0.403,19.48
2024-12-19,NUSA TENGGARA TIMUR,-8.6574,121.0794,11.1,25.0,0.408,19.48
2024-12-20,NUSA TENGGARA TIMUR,-8.6574,121.0794,27.8,24.9,0.408,19.48
2024-12-21,NUSA TENGGARA TIMUR,-8.6574,121.0794,4.6,25.2,0.399,19.48
2024-12-22,NUSA TENGGARA TIMUR,-8.6574,121.0794,1.7,24.9,0.395,19.48
2024-12-23,NUSA TENGGARA TIMUR,-8.6574,121.0794,15.4,24.8,0.396,19.48
2024-12-24,NUSA TENGGARA TIMUR,-8.6574,121.0794,4.3,25.3,0.39,19.48
2024-12-25,NUSA TENGGARA TIMUR,-8.6574,121.0794,29.3,25.1,0.406,19.48
2024-12-26,NUSA TENGGARA TIMUR,-8.6574,121.0794,14.6,24.6,0.41,19.48
2024-12-27,NUSA TENGGARA TIMUR,-8.6574,121.0794,9.7,24.9,0.406,19.48
2024-12-28,NUSA TENGGARA TIMUR,-8.6574,121.0794,16.0,24.3,0.409,19.48
2024-12-29,NUSA TENGGARA TIMUR,-8.6574,121.0794,17.2,24.3,0.421,19.48
2024-12-30,NUSA TENGGARA TIMUR,-8.6574,121.0794,8.3,25.1,0.416,19.48
2024-01-01,KALIMANTAN BARAT,-0.2784,111.4753,8.6,26.8,0.407,6.32
2024-01-02,KALIMANTAN BARAT,-0.2784,111.4753,22.4,25.4,0.417,6.32
2024-01-03,KALIMANTAN BARAT,-0.2784,111.4753,4.4,27.0,0.412,6.32
2024-01-04,KALIMANTAN BARAT,-0.2784,111.4753,22.3,25.8,0.398,6.32
2024-01-05,KALIMANTAN BARAT,-0.2784,111.4753,7.7,26.0,0.404,6.32
2024-01-06,KALIMANTAN BARAT,-0.2784,111.4753,12.0,26.9,0.383,6.32
2024-01-07,KALIMANTAN BARAT,-0.2784,111.4753,15.8,25.0,0.422,6.32
2024-01-08,KALIMANTAN BARAT,-0.2784,111.4753,7.5,26.0,0.407,6.32
2024-01-09,KALIMANTAN BARAT,-0.2784,111.4753,5.3,26.4,0.404,6.32
2024-01-10,KALIMANTAN BARAT,-0.2784,111.4753,6.5,26.1,0.417,6.32
2024-01-11,KALIMANTAN BARAT,-0.2784,111.4753,26.7,25.7,0.416,6.32
2024-01-12,KALIMANTAN BARAT,-0.2784,111.4753,24.5,25.9,0.423,6.32
2024-01-13,KALIMANTAN BARAT,-0.2784,111.4753,4.9,25.7,0.417,6.32
2024-01-14,KALIMANTAN BARAT,-0.2784,111.4753,17.6,25.7,0.423,6.32
2024-01-15,KALIMANTAN BARAT,-0.2784,111.4753,5.0,26.1,0.41,6.32
2024-01-16,KALIMANTAN BARAT,-0.2784,111.4753,19.2,25.5,0.422,6.32
2024-01-17,KALIMANTAN BARAT,-0.2784,111.4753,9.9,26.2,0.417,6.32
2024-01-18,KALIMANTAN BARAT,-0.2784,111.4753,17.1,25.6,0.419,6.32
2024-01-19,KALIMANTAN BARAT,-0.2784,111.4753,10.9,25.9,0.415,6.32
2024-01-20,KALIMANTAN BARAT,-0.2784,111.4753,5.7,25.5,0.408,6.32
2024-01-21,KALIMANTAN BARAT,-0.2784,111.4753,3.0,25.8,0.408,6.32
2024-01-22,KALIMANTAN BARAT,-0.2784,111.4753,1.7,27.1,0.392,6.32
2024-01-23,KALIMANTAN BARAT,-0.2784,111.4753,9.3,26.3,0.388,6.32
2024-01-24,KALIMANTAN BARAT,-0.2784,111.4753,4.3,26.2,0.402,6.32
2024-01-25,KALIMANTAN BARAT,-0.2784,111.4753,1.0,27.0,0.367,6.32
2024-01-26,KALIMANTAN BARAT,-0.2784,111.4753,0.9,26.6,0.359,6.32
2024-01-27,KALIMANTAN BARAT,-0.2784,111.4753,6.5,27.1,0.383,6.32
2024-01-28,KALIMANTAN BARAT,-0.2784,111.4753,20.5,25.8,0.411,6.32
2024-01-29,KALIMANTAN BARAT,-0.2784,111.4753,14.0,25.5,0.417,6.32
2024-01-30,KALIMANTAN BARAT,-0.2784,111.4753,24.7,25.4,0.416,6.32
2024-01-31,KALIMANTAN BARAT,-0.2784,111.4753,20.6,25.9,0.423,6.32
2024-02-01,KALIMANTAN BARAT,-0.2784,111.4753,4.7,26.0,0.41,6.32
2024-02-02,KALIMANTAN BARAT,-0.2784,111.4753,22.9,26.1,0.41,6.32
2024-02-03,KALIMANTAN BARAT,-0.2784,111.4753,24.4,26.2,0.424,6.32
2024-02-04,KALIMANTAN BARAT,-0.2784,111.4753,12.8,26.0,0.412,6.32
2024-02-05,KALIMANTAN BARAT,-0.2784,111.4753,6.9,26.2,0.404,6.32
2024-02-06,KALIMANTAN BARAT,-0.2784,111.4753,1.3,27.3,0.368,6.32
2024-02-07,KALIMANTAN BARAT,-0.2784,111.4753,4.1,27.0,0.371,6.32
2024-02-08,KALIMANTAN BARAT,-0.2784,111.4753,0.5,26.7,0.358,6.32
2024-02-09,KALIMANTAN BARAT,-0.2784,111.4753,33.6,25.5,0.404,6.32
2024-02-10,KALIMANTAN BARAT,-0.2784,111.4753,1.5,26.4,0.382,6.32
2024-02-11,KALIMANTAN BARAT,-0.2784,111.4753,35.4,25.6,0.403,6.32
2024-02-12,KALIMANTAN BARAT,-0.2784,111.4753,34.6,26.2,0.424,6.32
2024-02-13,KALIMANTAN BARAT,-0.2784,111.4753,23.9,26.6,0.415,6.32
2024-02-14,KALIMANTAN BARAT,-0.2784,111.4753,35.2,26.8,0.42,6.32
2024-02-15,KALIMANTAN BARAT,-0.2784,111.4753,26.9,26.3,0.421,6.32
2024-02-16,KALIMANTAN BARAT,-0.2784,111.4753,33.2,26.2,0.425,6.32
2024-02-17,KALIMANTAN BARAT,-0.2784,111.4753,13.9,25.9,0.414,6.32
2024-02-18,KALIMANTAN BARAT,-0.2784,111.4753,3.7,26.3,0.404,6.32
2024-02-19,KALIMANTAN BARAT,-0.2784,111.4753,19.1,26.0,0.412,6.32
2024-02-20,KALIMANTAN BARAT,-0.2784,111.4753,17.8,26.6,0.418,6.32
2024-02-21,KALIMANTAN BARAT,-0.2784,111.4753,27.4,25.4,0.421,6.32
2024-02-22,KALIMANTAN BARAT,-0.2784,111.4753,21.2,25.7,0.417,6.32
2024-02-23,KALIMANTAN BARAT,-0.2784,111.4753,16.1,26.0,0.406,6.32
2024-02-24,KALIMANTAN BARAT,-0.2784,111.4753,12.0,26.3,0.396,6.32
2024-02-25,KALIMANTAN BARAT,-0.2784,111.4753,7.2,25.8,0.403,6.32
2024-02-26,KALIMANTAN BARAT,-0.2784,111.4753,7.7,26.8,0.406,6.32
2024-02-27,KALIMANTAN BARAT,-0.2784,111.4753,3.4,26.3,0.401,6.32
2024-02-28,KALIMANTAN BARAT,-0.2784,111.4753,7.2,26.5,0.407,6.32
2024-02-29,KALIMANTAN BARAT,-0.2784,111.4753,17.0,25.9,0.419,6.32
2024-03-01,KALIMANTAN BARAT,-0.2784,111.4753,17.2,26.6,0.403,6.32
2024-03-02,KALIMANTAN BARAT,-0.2784,111.4753,35.4,25.4,0.428,6.32
2024-03-03,KALIMANTAN BARAT,-0.2784,111.4753,3.9,26.3,0.404,6.32
2024-03-04,KALIMANTAN BARAT,-0.2784,111.4753,10.7,26.7,0.408,6.32
2024-03-05,KALIMANTAN BARAT,-0.2784,111.4753,14.3,25.9,0.419,6.32
2024-03-06,KALIMANTAN BARAT,-0.2784,111.4753,12.4,25.5,0.415,6.32
2024-03-07,KALIMANTAN BARAT,-0.2784,111.4753,23.3,26.7,0.413,6.32
2024-03-08,KALIMANTAN BARAT,-0.2784,111.4753,42.3,24.8,0.429,6.32
2024-03-09,KALIMANTAN BARAT,-0.2784,111.4753,0.6,25.8,0.389,6.32
2024-03-10,KALIMANTAN BARAT,-0.2784,111.4753,0.7,25.5,0.366,6.32
2024-03-11,KALIMANTAN BARAT,-0.2784,111.4753,41.4,26.1,0.382,6.32
2024-03-12,KALIMANTAN BARAT,-0.2784,111.4753,21.6,25.5,0.414,6.32
2024-03-13,KALIMANTAN BARAT,-0.2784,111.4753,3.1,24.9,0.41,6.32
2024-03-14,KALIMANTAN BARAT,-0.2784,111.4753,0.0,25.7,0.388,6.32
2024-03-15,KALIMANTAN BARAT,-0.2784,111.4753,0.3,27.0,0.368,6.32
2024-03-16,KALIMANTAN BARAT,-0.2784,111.4753,0.1,27.7,0.35,6.32
2024-03-17,KALIMANTAN BARAT,-0.2784,111.4753,5.4,27.4,0.339,6.32
2024-03-18,KALIMANTAN BARAT,-0.2784,111.4753,11.6,26.9,0.341,6.32
2024-03-19,KALIMANTAN BARAT,-0.2784,111.4753,18.1,26.6,0.344,6.32
2024-03-20,KALIMANTAN BARAT,-0.2784,111.4753,15.2,25.8,0.372,6.32
2024-03-21,KALIMANTAN BARAT,-0.2784,111.4753,0.7,26.6,0.376,6.32
2024-03-22,KALIMANTAN BARAT,-0.2784,111.4753,0.7,27.2,0.345,6.32
2024-03-23,KALIMANTAN BARAT,-0.2784,111.4753,16.4,26.9,0.346,6.32
2024-03-24,KALIMANTAN BARAT,-0.2784,111.4753,5.9,25.9,0.375,6.32
2024-03-25,KALIMANTAN BARAT,-0.2784,111.4753,2.8,26.6,0.363,6.32
2024-03-26,KALIMANTAN BARAT,-0.2784,111.4753,14.6,27.1,0.389,6.32
2024-03-27,KALIMANTAN BARAT,-0.2784,111.4753,29.9,25.3,0.415,6.32
2024-03-28,KALIMANTAN BARAT,-0.2784,111.4753,13.9,26.1,0.414,6.32
2024-03-29,KALIMANTAN BARAT,-0.2784,111.4753,2.6,27.4,0.398,6.32
2024-03-30,KALIMANTAN BARAT,-0.2784,111.4753,5.7,27.3,0.377,6.32
2024-03-31,KALIMANTAN BARAT,-0.2784,111.4753,31.2,25.9,0.405,6.32
2024-04-01,KALIMANTAN BARAT,-0.2784,111.4753,8.9,26.1,0.414,6.32
2024-04-02,KALIMANTAN BARAT,-0.2784,111.4753,19.7,26.4,0.396,6.32
2024-04-03,KALIMANTAN BARAT,-0.2784,111.4753,8.5,26.4,0.405,6.32
2024-04-04,KALIMANTAN BARAT,-0.2784,111.4753,37.5,25.9,0.42,6.32
2024-04-05,KALIMANTAN BARAT,-0.2784,111.4753,11.1,27.2,0.412,6.32
2024-04-06,KALIMANTAN BARAT,-0.2784,111.4753,3.7,27.6,0.393,6.32
2024-04-07,KALIMANTAN BARAT,-0.2784,111.4753,8.9,26.9,0.403,6.32
2024-04-08,KALIMANTAN BARAT,-0.2784,111.4753,0.8,27.1,0.373,6.32
2024-04-09,KALIMANTAN BARAT,-0.2784,111.4753,16.1,26.3,0.408,6.32
2024-04-10,KALIMANTAN BARAT,-0.2784,111.4753,7.8,25.8,0.409,6.32
2024-04-11,KALIMANTAN BARAT,-0.2784,111.4753,12.9,25.9,0.406,6.32
2024-04-12,KALIMANTAN BARAT,-0.2784,111.4753,11.7,26.4,0.411,6.32
2024-04-13,KALIMANTAN BARAT,-0.2784,111.4753,8.0,25.6,0.417,6.32
2024-04-14,KALIMANTAN BARAT,-0.2784,111.4753,42.2,26.2,0.419,6.32
2024-04-15,KALIMANTAN BARAT,-0.2784,111.4753,3.8,26.7,0.409,6.32
2024-04-16,KALIMANTAN BARAT,-0.2784,111.4753,22.5,27.6,0.389,6.32
2024-04-17,KALIMANTAN BARAT,-0.2784,111.4753,21.5,26.3,0.423,6.32
2024-04-18,KALIMANTAN BARAT,-0.2784,111.4753,17.3,25.5,0.421,6.32
2024-04-19,KALIMANTAN BARAT,-0.2784,111.4753,0.2,27.6,0.385,6.32
2024-04-20,KALIMANTAN BARAT,-0.2784,111.4753,22.3,26.5,0.417,6.32
2024-04-21,KALIMANTAN BARAT,-0.2784,111.4753,24.3,26.5,0.419,6.32
2024-04-22,KALIMANTAN BARAT,-0.2784,111.4753,5.1,27.4,0.409,6.32
2024-04-23,KALIMANTAN BARAT,-0.2784,111.4753,8.5,26.8,0.406,6.32
2024-04-24,KALIMANTAN BARAT,-0.2784,111.4753,15.1,25.8,0.417,6.32
2024-04-25,KALIMANTAN BARAT,-0.2784,111.4753,13.4,27.7,0.396,6.32
2024-04-26,KALIMANTAN BARAT,-0.2784,111.4753,3.2,26.5,0.385,6.32
2024-04-27,KALIMANTAN BARAT,-0.2784,111.4753,1.9,27.5,0.374,6.32
2024-04-28,KALIMANTAN BARAT,-0.2784,111.4753,27.7,26.9,0.415,6.32
2024-04-29,KALIMANTAN BARAT,-0.2784,111.4753,20.5,26.1,0.416,6.32
2024-04-30,KALIMANTAN BARAT,-0.2784,111.4753,0.1,27.2,0.394,6.32
2024-05-01,KALIMANTAN BARAT,-0.2784,111.4753,8.7,26.7,0.398,6.32
2024-05-02,KALIMANTAN BARAT,-0.2784,111.4753,7.3,26.6,0.415,6.32
2024-05-03,KALIMANTAN BARAT,-0.2784,111.4753,10.1,26.6,0.413,6.32
2024-05-04,KALIMANTAN BARAT,-0.2784,111.4753,16.1,26.3,0.406,6.32
2024-05-05,KALIMANTAN BARAT,-0.2784,111.4753,24.1,26.3,0.419,6.32
2024-05-06,KALIMANTAN BARAT,-0.2784,111.4753,1.4,27.0,0.385,6.32
2024-05-07,KALIMANTAN BARAT,-0.2784,111.4753,22.5,27.4,0.379,6.32
2024-05-08,KALIMANTAN BARAT,-0.2784,111.4753,46.0,24.7,0.432,6.32
2024-05-09,KALIMANTAN BARAT,-0.2784,111.4753,13.1,26.4,0.413,6.32
2024-05-10,KALIMANTAN BARAT,-0.2784,111.4753,35.1,27.1,0.409,6.32
2024-05-11,KALIMANTAN BARAT,-0.2784,111.4753,31.0,25.5,0.427,6.32
2024-05-12,KALIMANTAN BARAT,-0.2784,111.4753,5.8,27.3,0.398,6.32
2024-05-13,KALIMANTAN BARAT,-0.2784,111.4753,19.3,26.8,0.396,6.32
2024-05-14,KALIMANTAN BARAT,-0.2784,111.4753,21.2,26.5,0.419,6.32
2024-05-15,KALIMANTAN BARAT,-0.2784,111.4753,10.5,26.9,0.413,6.32
2024-05-16,KALIMANTAN BARAT,-0.2784,111.4753,5.6,26.8,0.396,6.32
2024-05-17,KALIMANTAN BARAT,-0.2784,111.4753,14.0,26.6,0.395,6.32
2024-05-18,KALIMANTAN BARAT,-0.2784,111.4753,21.8,25.5,0.426,6.32
2024-05-19,KALIMANTAN BARAT,-0.2784,111.4753,4.7,26.5,0.407,6.32
2024-05-20,KALIMANTAN BARAT,-0.2784,111.4753,18.8,26.3,0.413,6.32
2024-05-21,KALIMANTAN BARAT,-0.2784,111.4753,5.8,26.7,0.41,6.32
2024-05-22,KALIMANTAN BARAT,-0.2784,111.4753,44.1,25.1,0.432,6.32
2024-05-23,KALIMANTAN BARAT,-0.2784,111.4753,18.0,26.4,0.417,6.32
2024-05-24,KALIMANTAN BARAT,-0.2784,111.4753,15.2,26.6,0.415,6.32
2024-05-25,KALIMANTAN BARAT,-0.2784,111.4753,7.4,26.0,0.416,6.32
2024-05-26,KALIMANTAN BARAT,-0.2784,111.4753,3.0,25.9,0.407,6.32
2024-05-27,KALIMANTAN BARAT,-0.2784,111.4753,4.3,26.7,0.387,6.32
2024-05-28,KALIMANTAN BARAT,-0.2784,111.4753,6.2,26.9,0.395,6.32
2024-05-29,KALIMANTAN BARAT,-0.2784,111.4753,1.1,27.0,0.382,6.32
2024-05-30,KALIMANTAN BARAT,-0.2784,111.4753,8.8,27.5,0.368,6.32
2024-05-31,KALIMANTAN BARAT,-0.2784,111.4753,2.6,27.1,0.377,6.32
2024-06-01,KALIMANTAN BARAT,-0.2784,111.4753,47.7,26.4,0.402,6.32
2024-06-02,KALIMANTAN BARAT,-0.2784,111.4753,43.4,25.7,0.431,6.32
2024-06-03,KALIMANTAN BARAT,-0.2784,111.4753,8.8,26.1,0.421,6.32
2024-06-04,KALIMANTAN BARAT,-0.2784,111.4753,8.7,25.5,0.406,6.32
2024-06-05,KALIMANTAN BARAT,-0.2784,111.4753,5.2,27.4,0.398,6.32
2024-06-06,KALIMANTAN BARAT,-0.2784,111.4753,14.2,26.5,0.405,6.32
2024-06-07,KALIMANTAN BARAT,-0.2784,111.4753,22.2,25.4,0.421,6.32
2024-06-08,KALIMANTAN BARAT,-0.2784,111.4753,0.3,27.0,0.386,6.32
2024-06-09,KALIMANTAN BARAT,-0.2784,111.4753,0.1,27.4,0.36,6.32
2024-06-10,KALIMANTAN BARAT,-0.2784,111.4753,8.8,26.4,0.37,6.32
2024-06-11,KALIMANTAN BARAT,-0.2784,111.4753,6.4,26.4,0.39,6.32
2024-06-12,KALIMANTAN BARAT,-0.2784,111.4753,8.0,25.9,0.383,6.32
2024-06-13,KALIMANTAN BARAT,-0.2784,111.4753,0.5,25.0,0.378,6.32
2024-06-14,KALIMANTAN BARAT,-0.2784,111.4753,0.0,26.5,0.352,6.32
2024-06-15,KALIMANTAN BARAT,-0.2784,111.4753,2.0,26.8,0.334,6.32
2024-06-16,KALIMANTAN BARAT,-0.2784,111.4753,2.9,26.5,0.33,6.32
2024-06-17,KALIMANTAN BARAT,-0.2784,111.4753,20.8,26.3,0.355,6.32
2024-06-18,KALIMANTAN BARAT,-0.2784,111.4753,20.5,24.7,0.422,6.32
2024-06-19,KALIMANTAN BARAT,-0.2784,111.4753,10.1,25.5,0.407,6.32
2024-06-20,KALIMANTAN BARAT,-0.2784,111.4753,7.9,26.6,0.381,6.32
2024-06-21,KALIMANTAN BARAT,-0.2784,111.4753,12.6,25.5,0.41,6.32
2024-06-22,KALIMANTAN BARAT,-0.2784,111.4753,4.9,25.9,0.397,6.32
2024-06-23,KALIMANTAN BARAT,-0.2784,111.4753,1.7,26.2,0.378,6.32
2024-06-24,KALIMANTAN BARAT,-0.2784,111.4753,0.9,25.5,0.369,6.32
2024-06-25,KALIMANTAN BARAT,-0.2784,111.4753,0.5,26.7,0.345,6.32
2024-06-26,KALIMANTAN BARAT,-0.2784,111.4753,0.3,26.5,0.328,6.32
2024-06-27,KALIMANTAN BARAT,-0.2784,111.4753,16.9,25.9,0.393,6.32
2024-06-28,KALIMANTAN BARAT,-0.2784,111.4753,6.3,26.0,0.384,6.32
2024-06-29,KALIMANTAN BARAT,-0.2784,111.4753,24.1,25.9,0.376,6.32
2024-06-30,KALIMANTAN BARAT,-0.2784,111.4753,17.9,25.5,0.416,6.32
2024-07-01,KALIMANTAN BARAT,-0.2784,111.4753,42.0,25.0,0.423,6.32
2024-07-02,KALIMANTAN BARAT,-0.2784,111.4753,1.1,25.3,0.407,6.32
2024-07-03,KALIMANTAN BARAT,-0.2784,111.4753,6.2,26.0,0.398,6.32
2024-07-04,KALIMANTAN BARAT,-0.2784,111.4753,7.9,25.8,0.405,6.32
2024-07-05,KALIMANTAN BARAT,-0.2784,111.4753,11.5,24.8,0.422,6.32
2024-07-06,KALIMANTAN BARAT,-0.2784,111.4753,17.4,25.9,0.404,6.32
2024-07-07,KALIMANTAN BARAT,-0.2784,111.4753,3.4,25.4,0.407,6.32
2024-07-08,KALIMANTAN BARAT,-0.2784,111.4753,0.2,26.4,0.379,6.32
2024-07-09,KALIMANTAN BARAT,-0.2784,111.4753,3.3,26.2,0.365,6.32
2024-07-10,KALIMANTAN BARAT,-0.2784,111.4753,8.4,26.1,0.362,6.32
2024-07-11,KALIMANTAN BARAT,-0.2784,111.4753,18.3,24.5,0.392,6.32
2024-07-12,KALIMANTAN BARAT,-0.2784,111.4753,8.4,25.6,0.372,6.32
2024-07-13,KALIMANTAN BARAT,-0.2784,111.4753,0.1,26.1,0.367,6.32
2024-07-14,KALIMANTAN BARAT,-0.2784,111.4753,0.0,26.5,0.343,6.32
2024-07-15,KALIMANTAN BARAT,-0.2784,111.4753,0.3,27.1,0.325,6.32
2024-07-16,KALIMANTAN BARAT,-0.2784,111.4753,0.2,27.6,0.312,6.32
2024-07-17,KALIMANTAN BARAT,-0.2784,111.4753,0.0,28.0,0.294,6.32
2024-07-18,KALIMANTAN BARAT,-0.2784,111.4753,8.9,26.2,0.302,6.32
2024-07-19,KALIMANTAN BARAT,-0.2784,111.4753,0.1,27.5,0.269,6.32
2024-07-20,KALIMANTAN BARAT,-0.2784,111.4753,0.0,27.9,0.256,6.32
2024-07-21,KALIMANTAN BARAT,-0.2784,111.4753,0.0,27.8,0.247,6.32
2024-07-22,KALIMANTAN BARAT,-0.2784,111.4753,0.0,28.2,0.236,6.32
2024-07-23,KALIMANTAN BARAT,-0.2784,111.4753,0.2,27.9,0.227,6.32
2024-07-24,KALIMANTAN BARAT,-0.2784,111.4753,0.1,27.4,0.221,6.32
2024-07-25,KALIMANTAN BARAT,-0.2784,111.4753,0.2,27.8,0.21,6.32
2024-07-26,KALIMANTAN BARAT,-0.2784,111.4753,0.0,28.0,0.201,6.32
2024-07-27,KALIMANTAN BARAT,-0.2784,111.4753,0.0,28.6,0.191,6.32
2024-07-28,KALIMANTAN BARAT,-0.2784,111.4753,0.0,28.6,0.183,6.32
2024-07-29,KALIMANTAN BARAT,-0.2784,111.4753,1.6,28.8,0.176,6.32
2024-07-30,KALIMANTAN BARAT,-0.2784,111.4753,28.9,25.2,0.299,6.32
2024-07-31,KALIMANTAN BARAT,-0.2784,111.4753,0.8,26.5,0.34,6.32
2024-08-01,KALIMANTAN BARAT,-0.2784,111.4753,18.7,26.3,0.358,6.32
2024-08-02,KALIMANTAN BARAT,-0.2784,111.4753,16.5,24.1,0.412,6.32
2024-08-03,KALIMANTAN BARAT,-0.2784,111.4753,3.0,25.2,0.377,6.32
2024-08-04,KALIMANTAN BARAT,-0.2784,111.4753,0.1,26.9,0.347,6.32
2024-08-05,KALIMANTAN BARAT,-0.2784,111.4753,0.0,26.3,0.327,6.32
2024-08-06,KALIMANTAN BARAT,-0.2784,111.4753,7.6,25.6,0.319,6.32
2024-08-07,KALIMANTAN BARAT,-0.2784,111.4753,24.6,24.4,0.409,6.32
2024-08-08,KALIMANTAN BARAT,-0.2784,111.4753,7.8,25.0,0.407,6.32
2024-08-09,KALIMANTAN BARAT,-0.2784,111.4753,1.1,26.3,0.387,6.32
2024-08-10,KALIMANTAN BARAT,-0.2784,111.4753,0.9,27.1,0.361,6.32
2024-08-11,KALIMANTAN BARAT,-0.2784,111.4753,11.5,26.0,0.358,6.32
2024-08-12,KALIMANTAN BARAT,-0.2784,111.4753,5.1,25.9,0.392,6.32
2024-08-13,KALIMANTAN BARAT,-0.2784,111.4753,3.0,26.4,0.378,6.32
2024-08-14,KALIMANTAN BARAT,-0.2784,111.4753,8.0,26.3,0.394,6.32
2024-08-15,KALIMANTAN BARAT,-0.2784,111.4753,14.2,25.5,0.409,6.32
2024-08-16,KALIMANTAN BARAT,-0.2784,111.4753,33.3,25.3,0.411,6.32
2024-08-17,KALIMANTAN BARAT,-0.2784,111.4753,5.3,25.9,0.402,6.32
2024-08-18,KALIMANTAN BARAT,-0.2784,111.4753,4.4,26.0,0.384,6.32
2024-08-19,KALIMANTAN BARAT,-0.2784,111.4753,9.6,25.7,0.376,6.32
2024-08-20,KALIMANTAN BARAT,-0.2784,111.4753,13.0,25.6,0.398,6.32
2024-08-21,KALIMANTAN BARAT,-0.2784,111.4753,38.2,24.7,0.427,6.32
